Queries,Ground Truth label,Highest Similarity Value,Unnamed: 3
"What are the specific restrictions imposed on the exercise and operation of fundamental rights, including those related to national security, racial and religious harmony, parliamentary privilege, contempt of court, defamation, incitement to an offense, and national economy? Additionally, how do these restrictions vary in their application to different fundamental rights and entities such as members of the Armed Forces, Police Force, and other forces charged with the maintenance of public order?",1,0.49912219837392724,
"Explain the validity and operability of existing written and unwritten laws in the face of any inconsistency with the preceding provisions, and under what circumstances is the subjection of a person to punishment recognized by any existing written law not considered a contravention of the provisions outlined in this Chapter?",1,0.6156031842130256,
"What avenue is provided to individuals in case of the infringement (violated) or imminent infringement (about to be violated) of their fundamental rights by executive or administrative action, as per the provided text, and which judicial body can they approach for redress in such situations?",1,0.4647043105851414,
"What are the official languages of Sri Lanka, and what role does English play, and how is the implementation of the provisions of this Chapter ensured, according to the text?",1,0.4988600910016419,
What are the official languages of Sri Lanka?,1,0.6127127156671872,
"In which languages is a Member of Parliament, a member of a Provincial Council, or a member of a Local Authority entitled to perform their duties and discharge functions?",1,0.7682417981456918,
"What provisions are outlined regarding the entitlement of a person to be educated in either of the National Languages, with exceptions specified for institutions of higher education? How does the text address the use of both National Languages as mediums of instruction in courses, departments, or faculties of state-financed universities, particularly for students educated in one National Language prior to their admission?",1,0.5734349190492514,
"How does the laws outline the use of Sinhala and Tamil as the languages of administration in Sri Lanka, including provisions for exceptions, rights of individuals in areas where each language is used, entitlements of Provincial Councils and Local Authorities based on their language of business, and language choices in examinations for admission to various public services or institutions, as well as the definitions of ""official"" and ""Public Institution"" in this context?",1,0.6010166568979338,
"How does the law explain the use of Sinhala and Tamil in the enactment, publication, and translation of laws and subordinate legislation in Sri Lanka, including provisions for determining the prevailing text in case of inconsistencies, and specific requirements for Orders, Proclamations, Rules, By-laws, Regulations, Notifications, and other documents issued by Provincial Councils, Local Authorities, and public institutions?",1,0.5821792053014191,
"How does the law regulate the use of Sinhala and Tamil in the courts of Sri Lanka, including provisions for language use in different areas and during appeals? What rights do parties, applicants, and individuals involved in legal proceedings have regarding the initiation of proceedings, submission of documents, and participation in either Sinhala or Tamil? Additionally, what measures are in place for interpretation and translation, and under what circumstances can English be used in court records and proceedings, as outlined in the mentioned law?",1,0.5814921684031954,
"How does the law ensure the provision of adequate facilities for the use of languages as outlined in this Chapter, and what is the legal standing in case of any inconsistency between the provisions of any law?",1,0.596646947306707,
"How does the law define the status of citizenship in Sri Lanka, and what are the provisions regarding the mode of acquisition, description, and protection of the status of a citizen of Sri Lanka?",1,0.7133408615107317,
"How do the Directive Principles of State Policy guide the governance and legislative actions of Sri Lanka, and what are the objectives and principles that the State is committed to achieving, including aspects related to fundamental rights, social justice, economic development, cultural promotion, national unity, and international relations?",1,0.6049595251243777,
"What duties and obligations does the Constitution of Sri Lanka impose on every individual, including upholding and defending the Constitution and the law, furthering national interest, working conscientiously in one's chosen occupation, preserving and protecting public property, respecting the rights and freedoms of others, and protecting nature and conserving its riches?",1,0.6771747389505757,
"Are the provisions of the law legally enforceable, and can individuals raise questions of inconsistency with these provisions in any court or tribunal in Sri Lanka?",1,0.5952861714625854,
"Who is the Head of State, Head of the Executive and Government, and Commander-in-Chief of the Armed Forces in Sri Lanka, and how is this individual selected for office?",1,0.6176863788595549,
"Who is eligible to be nominated as a candidate for the office of President in Sri Lanka, and what are the key provisions regarding the election process, term of office, and potential scenarios such as the death of a candidate or the expiration of the term of the President in office as per the provided law?",1,0.4747583029543355,
"Upon assuming the office of President in Sri Lanka, what key actions must the President take, including the oath or affirmation, and what restrictions and privileges are associated with the President's attendance and communication with Parliament?",1,0.5117609525560097,
"What additional powers and functions does the President of Sri Lanka possess, including responsibilities related to parliamentary proceedings, election conduct, diplomatic appointments, legal recognitions, and other actions within the constraints of the Constitution and written law?",1,0.4965849301203206,
"What authority does the President of Sri Lanka have in granting pardons, respite, and substitutions for offenders convicted of crimes within the country, as outlined in the provided law? Additionally, how does the President's role relate to death sentences, disqualifications specified in Article 89 and Article 91, and the possibility of pardoning accomplices who provide information leading to the conviction of the principal offender?",1,0.5799901028855705,
"How does the provided law grant immunity to the President of Sri Lanka from proceedings in any court or tribunal regarding actions done or omitted in his official or private capacity while in office? What exceptions exist to this immunity, and how do they relate to the President's powers, proceedings in the Supreme Court, and cases involving the election of the President or a Member of Parliament?",1,0.5132590318368822,
"How does the Constitution of Sri Lanka address the determination of salary, allowances, and pension entitlement for the holders of the office of President, and what are the provisions regarding amendments, retrospective operation, and the funding source for such compensation?",1,0.6102483538440284,
"How does the Constitution of Sri Lanka address the temporary inability of the President to exercise his powers, duties, and functions, including provisions for the appointment of the Prime Minister and the Speaker to act in the capacity of the President during such periods, along with the application of relevant constitutional provisions?",1,0.5957475218280538,
"How does the Constitution of Sri Lanka address the circumstances under which the office of the President may become vacant, including conditions such as death, resignation, loss of citizenship, failure to assume office, removal through parliamentary resolution, or a determination by the Supreme Court regarding the President's capability or alleged misconduct, along with the procedures involved in such cases?",1,0.4827355272227311,
"How does the Constitution of Sri Lanka address the process and consequences when the Supreme Court determines the voidness of a President's election, including the requirement for a new poll within a specified timeframe, the assumption of office by the newly elected President, the cessation of powers by the incumbent, and the validity of actions taken by the incumbent President before the determination?",1,0.4930363687668854,
"How does the Constitution of Sri Lanka address the process of electing a new President by Parliament in the event of a vacancy, including the timeline for the election, the role of the Prime Minister and the Speaker during the interim period, and the applicability of presidential provisions to an acting President?",1,0.5325044603542105,
"How does the Constitution of Sri Lanka address the President's authority to appoint Secretaries, officers, and staff, including the determination of their terms and conditions of service, the financial implications, the dismissal and disciplinary control, and the transition of such personnel when a new President assumes office?",1,0.5629166095443101,
"How is the Constitutional Council in Sri Lanka composed, including the roles of the Prime Minister, Speaker, Leader of the Opposition, and the members appointed by the President, and what are the procedures for appointments, terms, and potential vacancies within the Council?",1,0.5997935244340835,
"How are the Chairmen and members of the Commissions specified in the Schedule to Article 41B in Sri Lanka appointed, and what role does the Council play in making recommendations for these appointments? Additionally, what conditions govern the removal of such appointees, and to whom are these Commissions accountable?",1,0.5716259016050667,
"How are appointments to the Offices made, and what role does the Council play in approving these appointments? Additionally, what conditions govern the acting appointments to these offices, and how can a person appointed to such an office be removed? How does the Council consider the views of the Chief Justice in the appointment process of Judges of the Supreme Court and the President and Judges of the Court of Appeal?",1,0.5109131654195487,
"Who appoints the Secretary-General to the Council in Sri Lanka, and for what term is the appointment made? What conditions apply to the re-appointment of the Secretary-General? Furthermore, how are officers appointed by the Council, and what authority does the Council have in determining their terms and conditions of service?",1,0.7024287630804482,
"How often is the Constitutional Council in Sri Lanka required to meet, and who is responsible for summoning these meetings? In the absence of the Chairman, who presides over the meetings of the Council, and what is the quorum required for a meeting to be valid? Additionally, how does the Council make recommendations, approvals, or decisions, and what conditions apply to the validity of such actions? Lastly, what power does the Council have in the event of vacancies or absences among its members, and how is the procedural aspect of Council meetings determined?",1,0.6680464522409126,
What provision does the constitution make regarding the term of office for members of the Constitutional Council or members of any Commission in Sri Lanka?,1,0.580088559885339,
"When rules are made by the Constitutional Council in Sri Lanka, what is the stipulated process for their publication, and within what timeframe must these rules be presented before Parliament according to the law?",1,0.4858015325009321,
"On which fund are the expenses incurred by the Constitutional Council in Sri Lanka charged, according to the law?",1,0.5447450341117861,
"What is the scope of the power and jurisdiction of courts in Sri Lanka in relation to decisions, approvals, or recommendations made by the Constitutional Council, as stipulated in the law?",1,0.48740692223686954,
"To whom is the President of Sri Lanka accountable for the proper exercise, performance, and discharge of powers, duties, and functions as prescribed by the Constitution and any applicable written law, including legislation pertaining to public security?",1,0.5424830999750767,
"What is the composition of the Cabinet of Ministers in the Republic of Sri Lanka, and who is responsible for appointing the Prime Minister according to the Constitution?",1,0.6014559861989115,
"How are the number of Ministers in the Cabinet of Ministers, the Ministries, and the assignment of subjects and functions determined in the Republic of Sri Lanka, and who holds the authority to make changes to these assignments and compositions, according to the Constitution?",1,0.5165976684813991,
"How is the determination of the number of Ministers in the Cabinet of Ministers, the assignment of subjects and functions to Ministers, and the appointment of Ministers carried out according to the Constitution of the Republic of Sri Lanka?",1,0.5532986002428253,
"How are Deputy Ministers appointed in the Republic of Sri Lanka, and under what circumstances can a Minister of the Cabinet of Ministers delegate powers or or duty pertaining to any subject or function assigned to him or any power or duty conferred or imposed on him by any written law, to their Deputy Minister?",1,0.6447912504992476,
"What are the limitations imposed on the total number of Ministers in the Cabinet of Ministers, Ministers outside the Cabinet, and Deputy Ministers in the Republic of Sri Lanka according to the constitution? Under what circumstances can the Prime Minister and other Ministers be removed from office, and are there any exceptions specified for the formation of a National Government regarding the number of Ministers?",1,0.6153603890323296,
"What provisions does the constitution of Sri Lanka make regarding the continuity of the Cabinet of Ministers during the period between the dissolution of Parliament and the conclusion of a General Election? How does the constitution address situations such as the death, removal from office, or resignation of the Prime Minister or a Minister of the Cabinet of Ministers during this intervening period?",1,0.5943813622298724,
"In what circumstances does the constitution of Sri Lanka specify that the Cabinet of Ministers shall stand dissolved, and what actions are outlined for the President in appointing a new Prime Minister, Ministers of the Cabinet of Ministers, and Deputy Ministers in such situations?",1,0.6496482445548043,
"Under what circumstances and with whose consultation can the President of Sri Lanka appoint a Member of Parliament to act in the place of a Minister of the Cabinet of Ministers, a Minister not part of the Cabinet of Ministers, or a Deputy Minister when they are unable to discharge the functions of their office, as per the constitution?",1,0.6375342647305078,
"Who appoints the Secretary to the Prime Minister and the Secretary to the Cabinet of Ministers in Sri Lanka, and what are the respective roles and responsibilities of these secretaries as outlined in the constitution? Who shall direct the president to important task, have charge of the office of the cabinet of ministers? who shall have charge of the office of the Prime Minister and shall perform and discharge the duties and functions of his office?",1,0.6950531251476589,
"Who is responsible for appointing the Secretary for every Ministry in Sri Lanka, and what are the key responsibilities and tenure of the Secretary to a Ministry as outlined in the constitution? Notwithstanding the dissolution of the Cabinet of Ministers under the provisions of the Constitution, how is the Secretary to a Ministry shall continue to hold office until a new Secretary is appointed to such Ministry?",1,0.5384920986525847,
"In order to a person appointed to any office to enter upon the duties of his office, what requirements should he meet according to the constitution like until such person takes and subscribes the oath?",1,0.5661099816091704,
"Is there a Public Service Commission, referred to as the ""Commission,"" consisting of nine members appointed by the President on the recommendation of the Constitutional Council, with at least three members having over fifteen years of experience as public officers, and one member appointed as its Chairman?",1,0.611802364394039,
"Does the Cabinet of Ministers have the authority to determine policy matters related to public officers, including appointments, promotions, transfers, disciplinary control, and dismissals, according to the specified provisions?",1,0.5823832008013349,
"Is the Public Service Commission empowered to delegate the authority for appointment, promotion, transfer, disciplinary control, and dismissal of particular categories of public officers to a Committee of three individuals, not affiliated with the Commission, as specified in the provided legal provisions? How are the rules have been made regarding the procedure and quorum for meetings of any such Committee shall be as determined by the Commission?",1,0.5456951221981949,
"Is the Public Service Commission authorized to delegate its powers of appointment, promotion, transfer, disciplinary control, and dismissal of specific categories of public officers to a public officer, and if so, are there specified conditions and procedures for such delegation, as stipulated by the Commission?",1,0.5832222484094397,
"Is there a provision for public officers aggrieved by orders related to promotion, transfer, dismissal, or disciplinary matters made by a Committee or another public officer to appeal to the Commission? Additionally, does the Commission have the authority, upon such appeal, to alter, vary, rescind, or confirm an order and to provide directions or order further inquiries, in accordance with rules published in the Gazette?",1,0.7136300005794771,
"Is there an Administrative Appeals Tribunal appointed by the Judicial Service Commission, endowed with the authority to alter, vary, or rescind any order or decision made by the Commission, and are the constitution, powers, and procedures of the Tribunal, including time limits for appealing, specified by law?",1,0.6536756699291396,
"Upon delegation of any of its powers to a Committee or a public officer appointed under Article 56 or Article 57 as the case may be, the Commission shall not, while such delegation is in force, exercise or perform its functions or duties in regard to the categories of public officers in respect of which such delegation is made, subject to the provisions contained in paragraphs (1) and (2) of Article 58.",1,0.7183219253512422,
"What is the required quorum for a meeting of the Commission, how are decisions made, and in the case of a tie in votes, who has the casting vote? Additionally, who presides over Commission meetings, and what happens in the absence of the Chairman?",1,0.5417421632739241,
"Does any court or tribunal have the power or jurisdiction to inquire into, pronounce upon, or question any order or decision made by the Commission, a Committee, or any public officer under this Chapter or any other law?",1,0.6830066228741458,
"Until the Commission makes other arrangements, should all rules, regulations, and procedures pertaining to the public service that are in effect on the date of the commencement of this Chapter be considered, with necessary modifications, as continuing in force under this Chapter, as if they were originally made or provided for within this framework?",1,0.598992396365965,
"Is anyone, who, outside the scope of their lawful duty, directly or indirectly attempts to influence or interferes with decisions of the Commission, a Committee, or a public officer delegated with powers under this Chapter, or endeavors to influence any member of the Commission or a Committee, subject to an offense punishable by a fine not exceeding one hundred thousand Rupees or imprisonment for a term not exceeding seven years, or both? Additionally, which court has jurisdiction to hear and determine matters related to such offenses as outlined in paragraph (1) of this Article?",1,0.6062102261502567,
Is it a requirement that a person appointed to any office mentioned in this Chapter must take and subscribe to the oath or make and subscribe to the affirmations outlined in the Fourth and Seventh Schedules of the Constitution before commencing the duties of their office?,1,0.5971612147743754,
"Who is responsible to appoint the Heads of the Army, the Navy, and the Air Force, as well as, upon approval by the Constitutional Council, the Attorney-General and the Inspector-General of Police?",1,0.6031819553323453,
"What categories of individuals are excluded from the definition of ""public officer"" for the purposes of this Chapter, including members of the Army, Navy, or Air Force, officers of the Election Commission, police officers appointed by the National Police Commission, scheduled public officers appointed by the Judicial Service Commission, and members of the Sri Lanka State Audit Service appointed by the Audit Service Commission in the constitution?",1,0.6693563428712452,
"How many members are there in the parliment, elected in accordance with the provisions of the Constitution, and unless dissolved earlier, does every Parliament continue for five years from the date appointed for its first meeting, with the expiry of the said period resulting in the dissolution of Parliament?",1,0.6508057715799929,
"At its initial meeting following a General Election, does Parliament elect three Members to the positions of Speaker, Deputy Speaker, and Deputy Chairman of Committees, and does a Member holding any of these positions vacate the office upon the dissolution of Parliament unless earlier resigning or ceasing to be a Member? Additionally, if any of these positions becomes vacant other than through a Parliament dissolution, is a new election held at the first meeting after the vacancy occurs? Finally, if Parliament is summoned after being dissolved, do the Members mentioned in paragraph (2) resume and continue to hold their offices while the Parliament is in session, and who presides over Parliament sittings in the absence of the Speaker, Deputy Speaker, and Deputy Chairman of Committees?",1,0.7285844510182127,
"Is there a Secretary-General of Parliament, appointed by the President with the approval of the Constitutional Council, who holds office during good behavior, and is the salary of the Secretary-General determined by Parliament, charged on the Consolidated Fund, and not subject to diminishment during the term of office? Additionally, are the members of the Secretary-General's staff appointed by him with the approval of the Speaker, and are their salaries charged on the Consolidated Fund? Finally, under what circumstances does the office of the Secretary-General become vacant, including death, resignation, reaching the age of sixty, removal by the President due to ill health or infirmity, or removal by the President upon an address of Parliament?",1,0.6572939799554588,
"In situations where the Secretary-General is unable to fulfill the functions of the office, can the President, with the approval of the Constitutional Council, appoint a person to act in the place of the Secretary-General?",1,0.6509906442329543,
"Under what circumstances does the seat of a Member become vacant, including death, resignation communicated in writing to the Secretary-General of Parliament, assumption of the office of President following election by the People or Parliament, disqualification, becoming a member of the Public Service or an employee of a public corporation without subsequently ceasing such membership or employment, absence from Parliament sittings for a continuous period of three months without prior parliamentary leave, declaration of election as void under current laws, dissolution of Parliament, or the passing of a resolution for expulsion?",1,0.657707213667811,
"Can the privileges, immunities, and powers of Parliament and its Members be established and regulated by Parliament through legislation, and in the absence of such regulation, do the provisions of the Parliament (Powers and Privileges) Act apply with necessary modifications?",1,0.6004776912356787,
"Are Ministers, Deputy Ministers, and Members, including the Speaker, Deputy Speaker, and Deputy Chairman of Committees, entitled to receive remuneration or allowance as determined by Parliament through law or resolution, and does the receipt of such remuneration not disqualify the recipient from sitting or voting in Parliament? Additionally, until Parliament establishes specific provisions, is the remuneration for these individuals set at the same rate as that paid to their counterparts in the National State Assembly immediately before the commencement of the Constitution?",1,0.640759260410861,
"Does Parliament possess the authority to operate and conduct its proceedings without hindrance, even in the presence of vacancies in its membership, and are the proceedings considered valid even if it is later discovered that an individual who was not entitled to do so participated in sitting, voting, or other aspects of the proceedings?",1,0.4931801482576787,
"Does the President have the authority, according to the specified provisions, to summon, prorogue, and dissolve Parliament by Proclamation, with certain limitations such as not dissolving Parliament until at least two years and six months have passed from the date of its first meeting, and subject to Parliament's resolution requesting dissolution or specific conditions related to the rejection of the Appropriation Bill? Additionally, is Parliament required to be summoned at least once every year, and can the President vary the date fixed for the first meeting of Parliament by a subsequent Proclamation? Lastly, does the President have the discretion to summon a dissolved Parliament in case of an emergency, with the dissolved Parliament standing dissolved upon the termination of the emergency or the conclusion of a General Election, whichever is earlier?",1,0.7209457469255247,
"Is Parliament empowered to adjourn from time to time, as determined by resolution or Standing Order, until it is prorogued or dissolved?",1,0.7385863398184094,
"Is any question proposed for decision by Parliament, as per the Constitution, determined by the majority of votes of the Members present and voting, and does the person presiding have a casting vote in case of an equality of votes, although not voting in the first instance?",1,0.6699350082394588,
"Is it a requirement that if, at any point during a meeting of Parliament, the person presiding becomes aware that there are fewer than twenty Members present, they shall, in accordance with any applicable Standing Order, adjourn the sitting without putting the question to vote?",1,0.6648200257008748,
"Can Parliament, under the authority of the Constitution, enact resolutions or Standing Orders to govern the election and retirement of the Speaker, Deputy Speaker, and Deputy Chairman of Committees, as well as to manage its business, uphold order during its sittings, and address any matters stipulated or authorized by the Constitution? Moreover, does the law stipulate that until Parliament establishes new provisions, the Standing Orders of the National State Assembly, in effect immediately prior to the commencement of the Constitution, shall apply with necessary modifications as the Standing Orders of Parliament?",1,0.629484299405553,
"Is Parliament endowed with the authority to enact laws, including those with retrospective effect, and modify, repeal, or amend any provision of the Constitution, or add new provisions to it? However, does the Constitution impose limitations, prohibiting Parliament from enacting laws that suspend the operation of the Constitution or any part thereof, and from repealing the Constitution in its entirety unless the new law simultaneously establishes a replacement Constitution?",1,0.5835737401090875,
"Does Parliament possess the authority to delegate or relinquish its legislative power, and is it prohibited from establishing any authority with legislative powers?",1,0.46476001398553624,
"Whose duty is it to review every Bill for potential violations of specified requirements in Article 82 and provisions requiring a special majority? If the Attorney-General finds any such issues, is it necessary to inform the President, except for proposed amendments, where the communication is directed to the Speaker when the Bill is ready for Parliament's acceptance?",1,0.618015796837807,
"When Parliament passes a Bill or resolution, is it obligated to adhere to the Constitution and the Standing Orders of Parliament, and can Parliament suspend any one or more Standing Orders in specific circumstances and following prescribed procedures?",1,0.6207621700616606,
"Is it the responsibility of the Speaker to provide a certificate, indicating the due passage of every Bill by Parliament, with the option to include information about the majority by which the Bill was passed?",1,0.648871932753027,
"In cases where a Bill or its provision is intended for approval by the People, and such approval is required by the Cabinet of Ministers or the Supreme Court when does the Bill or provision become law, and whose certification is necessary for this?",1,0.6862498562468486,
"Under what circumstances can Parliament, based on the recommendations of a Special Presidential Commission of Inquiry consisting of judges from various courts, impose civic disability on an individual for a maximum period of seven years and expel them from Parliament if they are a Member of Parliament, and what is the process, approval requirement, and certification by the Speaker outlined in Article 81 of the Constitution?",1,0.599345984079874,
"What are the specific requirements outlined in the Constitution regarding the presentation and content of Bills for the amendment or repeal and replacement of any provision of the Constitution, and what conditions must be met for such Bills to become law, including the necessary majority and certification process?",1,0.6265212067001666,
"Under what circumstances can a Bill that is inconsistent with any provision of the Constitution be placed on the Order Paper of Parliament? If a Bill is certified by the Cabinet of Ministers or determined by the Supreme Court to require passage by the special majority, what conditions must be met for such a Bill to become law, including the necessary majority and certification process?",1,0.6480852169606912,
"Under what circumstances is the President required to submit a Bill or a provision in a Bill to the People by Referendum, and what conditions must be met for such a Bill to be deemed approved by the People, including the necessary majority of votes and the provision related to the total number of valid votes cast? Additionally, in what discretionary scenario can the President submit a rejected Bill to the People by Referendum?",1,0.7454885410051207,
"Under what conditions is the President authorized to submit any matter deemed of national importance to the People by Referendum, and are there any specific provisions or limitations?",1,0.574303124880426,
"Who is responsible for conducting every Referendum, and what aspects does Parliament have the authority to regulate concerning the procedure, register of electors, offenses, and punishment related to Referenda, as outlined in the specified provisions of Article 85?",1,0.5496894168087869,
"Who is qualified to be an elector at the election of the President, the election of Members of Parliament, or to vote in any Referendum, and what requirement must such a person fulfill to be entitled to vote, according to the specified provisions?",1,0.6410132434649272,
"What are the disqualifications that render a person ineligible to be an elector at the election of the President, the election of Members of Parliament, or to vote in any Referendum, according to the specified provisions?",1,0.5822018536401452,
Is every person who is qualified to be an elector eligible to be elected as a Member of Parliament unless disqualified under the provisions of Article 91?,1,0.7459500272682271,
"Is the voting for the election of the President and of the Members of Parliament, as well as for any Referendum, required to be free, equal, and conducted by secret ballot?",1,0.7748978330231724,
"Is the President required, within three months of the commencement of the Constitution, to establish a Delimitation Commission for the delimitation of Electoral Districts, consisting of three persons appointed by the President, who are not actively engaged in politics, and appoint one of them as the Chairman?",1,0.5920041573529835,
"Is the Delimitation Commission mandated to divide Sri Lanka into not less than twenty and not more than twenty-five Electoral Districts and assign names to them? Additionally, does each Province of Sri Lanka have the option to either constitute itself as an electoral district or be divided into two or more electoral districts? Moreover, if a Province is divided into multiple electoral districts, is the Delimitation Commission required to consider the existing administrative districts to ensure, as far as practicable, that each electoral district is an administrative district or a combination of two or more administrative districts?",1,0.6630232626760746,
"What instructions are specified in connection with the use of Signs, Signals, Symbols, and Road Markings as per the Convention? Additionally, how is the precedence established among the instructions given by authorized officials directing traffic, Traffic Light Signals, Road Signs regulating priority, and other traffic regulations?",1,0.6527080255956157,
"What are the three categories of traffic signs specified for placement on roads in Sri Lanka, and what are the types of signs included under each category? Additionally, is there a distinctive number assigned to each Traffic Sign in the respective Schedules, and how is the identification of a specific sign or diagram referred to in relation to its assigned number?",1,0.5877460981904767,
What is the primary purpose of Danger Warning Signs and what information is conveyed to road users through Regulatory Signs?,1,0.6020221009411135,
What provisions does the regulation specify for indicating the distance to a hazardous section of a road or the length of such a section when using a Danger Warning Sign?,1,0.6244261822686012,
"What are the different categories of Regulatory Signs, and what does each category convey to drivers or road users?",1,0.538548732835984,
"When placing a Regulatory Sign (excluding those indicating the cancellation of prohibition or restriction), where should it be located in relation to the road or section of road to which it applies, and how does the specified ""No Horning"" sign relate to locations such as hospitals, schools, Court Houses, or any other place where horn usage is restricted?",1,0.6645396147009874,
"When is it deemed necessary by the Competent Authority to affix an Additional Panel below a Prohibitory or Restrictive Sign, and what information does this Additional Panel convey, particularly in the context of signs related to speed limits and parking prohibitions?",1,0.5477498204587211,
"What are the requirements conveyed by the ""Stop to give priority to vehicles on the adjacent road"" sign and the Road Marking ""Stop Line at 'STOP' signs or at traffic signals,"" and similarly, what requirements are conveyed by the ""Give way to vehicles on the adjacent road"" sign and the Road Marking ""'Give way' line at 'Give way' signs at roundabouts"" in the context of road regulations?",1,0.7502762152626823,
"What are the regulations regarding the prohibition of parking of vehicles on roads or sections of roads, including the use of signs such as ""No Parking,"" ""No parking and standing,"" ""No parking on odd days,"" and ""No parking on even days""? Additionally, how are Additional Panels utilized to indicate the time limitations, direction, and start/end points of parking prohibitions or restrictions, and what are the restrictions on parking near intersections and halting places for omnibuses?",1,0.5260416926466601,
Are there specific categories of Regulatory Signs?,1,0.5059298915077471,
"Under what circumstances and for what purposes can Temporary Signs be provided on or near a road, according to the regulations, and what types of information can these signs convey to drivers of vehicles and other road users?",1,0.5884363228635967,
"What are the specifications for the size, color, and type of Temporary Signs according to the regulations, including the requirements for the background, lettering, numerals, and symbols, and how should the identity of the Competent Authority be indicated on such signs?",1,0.6165575010824913,
"What are the specifications for the size, color, and type of Temporary Signs according to the regulations, including the requirements for the background, lettering, numerals, and symbols, and how should the identity of the Competent Authority be indicated on such signs?",1,0.6165575010824913,
"Under what circumstances and specifications are Danger Warning Lamps, Flashers (Amber), and Electric Lamps used according to the regulations, and when may flashing lights in the sign representing ""Flashing Amber lights"" be used as an alternative?",1,0.588295696218577,
"For warning drivers approaching a Road Refuge, what are the specifications for the lamp in the form of an illuminated spherical globe, including its color, diameter, and height from the carriageway surface, according to the regulations?",1,0.6066134037612956,
"What are the specific shapes, sizes, and colors of vehicle markings, red flags, traffic warden jackets, and police jackets, as indicated in the relevant diagrams in the regulations?",1,0.6715450853019216,
"Under what circumstances and conditions is a promoter responsible for providing traffic signs, as outlined in the regulations, when conducting work on, in, or along a road, and what role does the Competent Authority play in approving and directing such actions?",1,0.5595094979526019,
"What is the definition of a traffic sign in the context of conveying warnings, requirements, or information to traffic on roads?",1,0.6089894177492201,
"How are Asphalt Strips utilized on a four-lane undivided road, and what are the specifications, including dimensions and materials, set by the Competent Authority for ensuring road user safety? Additionally, what regulations govern the use of longitudinal white lines in conjunction with Asphalt Strips, and under what circumstances are vehicles permitted to cross these strips?",1,0.583908717784285,
"What are the specifications regarding the projection limits of Road Markings, including studs, above the surface of the carriageway, as set by the Competent Authority? Additionally, what colors are generally prescribed for Road Markings, and are there any exceptions to this color scheme, specifically for certain types of Road Markings mentioned in the regulations?",1,0.5361035811380248,
"What are the specifications regarding the projection limits of Road Markings, including studs, above the surface of the carriageway, as set by the Competent Authority? Additionally, what colors are generally prescribed for Road Markings, and are there any exceptions to this color scheme, specifically for certain types of Road Markings mentioned in the regulations?",1,0.5361035811380248,
"What are the regulations and requirements regarding ""ZEBRA"" Pedestrian Crossings on two-lane and four-lane roads, including the optional placement of road studs and zigzag markings? Additionally, how are pedestrians and drivers expected to behave at Pedestrian Crossings, and what rules apply to the stopping and crossing of vehicles in proximity to these crossings?",1,0.6308125743764579,
"What additional provision is mentioned for indicating parking prohibitions or restrictions, along with the specified Road Markings â€œNo parking lineâ€, â€œNo parking double lineâ€, â€œNo parking double line with reflective studsâ€?",1,0.5185365649267801,
"What are the specifications and conditions mentioned for the use of Light Signals in controlling drivers and providing information and directions to pedestrians at approved sites, according to the regulations?",1,0.5287702788198085,
"What are the specifications and conditions outlined for Light Signals used to control drivers at road intersections and intersections with railroads, including details about the arrangement, size, color, and sequence of lights, as per the regulations?",1,0.5572704508485917,
"What is the significance of Light Signals, including the meanings conveyed by red, amber with red, green, and amber signals, as well as the conditions and exceptions outlined for vehicles approaching these signals in various situations?",1,0.6441918761763685,
"How are Light Signals for pedestrians designed and placed, including the specifications for the red and green signals, their arrangement, height from the carriageway, and the periods during which pedestrians should not or should cross the carriageway? Additionally, what is the purpose and indication of a flashing green signal in pedestrian-controlled signals, as mentioned in regulation 33(3)?",1,0.7914194885750558,
"Under what conditions and subject to which regulations, can flashing Light Signals displaying intermittent red or amber lights be used to provide indications to drivers?",1,0.6539829202496092,
What are the specifications and significance of the flashing red Light Signals and under what conditions are they allowed to be used?,1,0.611116320792673,
"What are the specifications for a single amber flashing light or a pair of amber flashing lights, and under what conditions are they allowed to be used, as per the information provided in this regulation?",1,0.6046838514323345,
"Under what circumstances and at what specific locations may the Competent Authority restrict or prohibit parking of vehicles, as outlined in the regulations, including specified distances and locations in relation to intersections, omnibus stopping places, pedestrian crossings, and traffic lights?",1,0.48849793468076863,
"What is the purpose of direction indicator signals, and how do they inform other road users about the driver's intentions, including movements to the right, left, or slowing down/coming to a stop?",1,0.6827093473071215,
"How do Police Officers on traffic duty convey requirements or warnings to traffic, and what is the purpose of Traffic Control Signals given by direction indicator signals?",1,0.6357615157399346,
"How should a person transporting dangerous goods or hazardous substances affix the relevant ""Hazard Information Panel (Plate)"" on the container or motor vehicle, and what precautions should individuals take in the event of spillage from a vehicle bearing such Hazard Information Panels?",1,0.6263072561013279,
"For informative signs or miscellaneous signs, and additional panels affixed below any sign, what language requirements are specified, and how should words be presented in road markings according to the regulations?",1,0.5476082715843833,
"When is the Competent Authority required to replace old signs with the corresponding signs specified in the regulations, and what provisions are there for the coexistence of old signs with new signs for a limited period?",1,0.6854953686490683,
"How should the mounting height of traffic signs be determined, and what are the specifications for the dimensions of signs in different areas, including built-up areas, non-built-up areas, and expressways?",1,0.4757835682684671,
