Key,label questions
212,"Explain the process that an information officer must follow when dealing with a citizen's request for the disclosure of information related to or supplied by a third party, particularly focusing on the timeframe for inviting representations from the third party, the considerations for decision-making, and the possible outcomes based on the third party's response? Additionally, under what circumstances can the Commission, upon application by the citizen, direct the disclosure of information despite objections from the third party, as specified in the provided provisions?"
213,"Is there any civil or criminal liability imposed on a public authority, information officer, or any other officer of a public authority for actions taken in good faith while performing or exercising any function or power assigned to them?"
214,"What are the grounds on which a citizen can prefer an appeal, and what specific circumstances allow for the filing of an appeal, including instances of refusing a request, denying access, non-compliance with time frames, providing incomplete or false information, charging excessive fees, refusing information in the requested form, and suspicions of information deformation, destruction, or misplacement? What is the timeline for citizens to file an appeal, and what are the responsibilities and timeframes for the designated officer in processing and deciding on such appeals?"
215,"What recourse does a citizen have if aggrieved by the decision made in an appeal within a specified timeframe or the failure to obtain a decision within the specified time? How does the Commission handle such appeals, including the timeline for affirming, varying, or reversing the decision, and what conditions allow for the admission of an appeal beyond the initial two-month period? Furthermore, what is the Commission's responsibility regarding providing written reasons for its decisions, and according to the provisions, where does the burden of proof lie in the appeal process?"
216,"Under what circumstances can an appeal be made on behalf of an aggrieved party in cases where the party is unable, for any reason, to submit the appeal personally, and what specific requirement is mentioned regarding the authorization of the person making the appeal on behalf of the aggrieved party?"
217,"What are the provisions outlined in this Act regarding the right of appeal for a citizen or public authority aggrieved by the decision of the Commission under section 32, including the timeframe within which such an appeal must be made to the Court of Appeal? Additionally, until rules are established under Article 136 of the Constitution specifically addressing appeals under this section, what rules are applicable to appeals?"
218,"What obligation does every officer in a public authority have, as per this Act, when giving a decision that impacts an individual, and under what circumstance is the officer required to provide a written disclosure of the reasons for arriving at such a decision upon a request made by the concerned person?"
219,"How does this Act address the intentions regarding information holders, the publication or provision of access to information, and the right of any person to seek and obtain information, emphasizing the need for such actions to be carried out in due compliance with the law?"
220,"Is the Commission required to prepare a report of its activities, and how often must it do so according to the provided text? Additionally, what are the stipulated requirements for transmitting and making the report available to the public?"
221,"Is the Commission mandated to take action when an information officer willfully engages in actions such as refusing to receive an application, refusing a request without providing reasons, stipulating excessive fees, or failing to process a request as outlined in the specified provisions? Additionally, what is the responsibility of the relevant disciplinary authority in addressing such matters, and are there specific steps outlined for informing the Commission of actions taken?"
222,"What are the specified actions under which a person may be deemed to have committed an offense under this Act, including deliberate obstruction, providing incorrect information, destruction or concealment of information, failure to appear before the Commission, refusal to be examined or produce information, non-compliance with Commission decisions, resistance or obstruction of the Commission, and disclosure of information in violation of specified provisions? Furthermore, what are the potential penalties, including fines and imprisonment, upon conviction after summary trial by a Magistrate for such offenses? Additionally, is there a provision regarding the responsibility of officers who fail to provide assistance when sought by an information officer?"
223,To what extent does the protection shield officers or employees of a public authority from punishment or disciplinary actions for releasing or disclosing information in compliance with the permissions granted under requests submitted pursuant?
224,"Could you elaborate on the authority granted to the Minister, in consultation with the Commission, to formulate regulations concerning matters stipulated by this Act or necessitating regulation for the effective implementation of the Act? Additionally, what are the procedural steps, including publication, commencement, parliamentary approval, and consequences of non-approval, outlined in the text for such regulations?"
225,"What are the specific matters for the Commission that is authorized to formulate rules, and could you explain the areas covered by these rules, including the process for making appeals, conducting inquiries, establishing fee schedules for information provision, and determining the format of reports under section 10? Additionally, what is the requirement for the approval of these rules, and what steps are outlined for the approval process, including the role of the Minister and the publication of such approvals in the Gazette?"
226,Which language version of this Act takes precedence in case of any discrepancies between the Sinhala and Tamil texts?
227,"Under what circumstances would a member of the Commission cease to hold office and what are the conditions for cessation, including resignation, removal by the President, conviction by a court of law, absenteeism from consecutive Commission meetings without prior leave, and engagement in external employment during the term of office?"
228,"Under what conditions is the President empowered to remove a member of the Commission from office, and what are the criteria specified for such removal, including permanent incapacity due to physical disability or unsoundness of mind, unfitness based on moral turpitude, and conviction of an offence by a competent court of law?"
229,"How can the Chairperson or any other member of the Commission resign from their position, as described in the provided text, and when does the resignation become effective according to the outlined procedure?"
230,"How should the President's course of action in the event of a vacancy in the office of any member of the Commission, particularly concerning the procedural steps be? Additionally, what criteria govern the President's appointment of another person to fulfill the unexpired term of the vacated office?"
231,"Under what circumstances and through what process, as per the provided law, can a member of the Commission or the Chairperson be temporarily replaced, taking into account factors such as ill health, absence from Sri Lanka, or any other cause, and what roles do the President and the Constitutional Council play in these appointments?"
232,"How is the remuneration for members of the Commission determined, and which who is responsible for making this determination?"
233,"How frequently is the Commission required to convene meetings and what are the stipulated quorum, presiding arrangements, and voting procedures outlined for these meetings, including the role of the Chairperson and the regulation of meeting procedures and business transactions by the Commission?"
234,"How is the seal of the Commission defined? Explain its determination by the Commission, custody of it by a person as the commission determines, alteration, and the specific conditions under which it can be affixed to a document or instrument, requiring the  sanction  of the Commission, and in the presence of the Chairperson and one other member of such Commission and signature for the document or the instrument in their presence."
235,"What is the official designation of Sri Lanka (Ceylon), and how is the country characterized in terms of its political and social attributes?"
236,"Where is sovereignty vested and what components does it encompass in the Republic of Sri Lanka, including aspects such as the powers of government, fundamental rights, and the franchise?"
237,"How is the exercise and enjoyment of the Sovereignty of the People outlined in the Republic of Sri Lanka, and what are the specific mechanisms through which legislative, executive, and judicial powers are exercised, along with the protection and recognition of fundamental rights and the criteria for franchise eligibility in various elections and referendums?"
238,"What constitutes the territory of the Republic of Sri Lanka,including the number of administrative districts and their names outlined in the First Schedule? Additionally, is there provision for the subdivision or amalgamation of these administrative districts, and if so, what authority holds the power to make such determinations according to the text?"
239,"What is designated as the National Flag of Sri Lanka, and how is this flag represented?"
240,"What is officially designated as the National Anthem of Sri Lanka, and where can the words and music of this anthem be found?"
241,On which day is the National Day of Sri Lanka designated?
242,"What role does Sri Lanka accord to Buddhism, and what specific duties does the country undertake in relation to the protection and fostering of the Buddha Sasana, while ensuring the rights granted to all religions?"
243,"What fundamental freedoms related to thought, conscience, and religion are guaranteed to every individual including the explicit freedom to have or adopt a religion or belief of their choice?"
244,"What does the law explicitly prohibit concerning the treatment of individuals, particularly in terms of torture, cruel, inhuman, or degrading treatment or punishment?"
245,"How does the law uphold the principle of equality before the law and the entitlement of all individuals to equal protection, while specifically addressing non-discrimination on various grounds such as race, religion, language, caste, sex, political opinion, and place of birth? Additionally, under what circumstances does the law allow for language qualifications in certain employments or offices, and what provisions does it make to prevent discrimination in access to shops, public establishments, and places of worship?"
246,"What are the key provisions outlined regarding the arrest, custody, and legal procedures for persons detained or deprived of personal liberty, including the requirement for informing the arrested person of the reason for their arrest, the necessity of bringing individuals before a competent court, the entitlement to a fair trial, the prohibition of punishment without a court order, the presumption of innocence, and the restrictions on retrospective criminalization? Additionally, how to address the arrest, custody, or detention of individuals under removal or deportation orders, specifying the relevant laws and regulations?"
247,"What fundamental freedoms and rights are guaranteed to every citizen, including the freedom of speech and expression, peaceful assembly, association, forming and joining trade unions, manifesting religion or belief, enjoying and promoting one's own culture, engaging in lawful occupations, professions, trades, businesses, or enterprises, freedom of movement, choosing residence within Sri Lanka, and the right to return to Sri Lanka? Additionally, under what conditions is a person, who is not a citizen of any other country, entitled to these rights for a specified period?"
248,"What is the scope of the right of access to information granted to every citizen, including the sources from which information can be sought and the conditions under which restrictions may be imposed? Additionally, how is the term ""citizen"" defined?"
249,"What are the specific restrictions imposed on the exercise and operation of fundamental rights, including those related to national security, racial and religious harmony, parliamentary privilege, contempt of court, defamation, incitement to an offense, and national economy? Additionally, how do these restrictions vary in their application to different fundamental rights and entities such as members of the Armed Forces, Police Force, and other forces charged with the maintenance of public order?"
250,"Explain the validity and operability of existing written and unwritten laws in the face of any inconsistency with the preceding provisions, and under what circumstances is the subjection of a person to punishment recognized by any existing written law not considered a contravention of the provisions outlined in this Chapter?"
251,"What avenue is provided to individuals in case of the infringement (violated) or imminent infringement (about to be violated) of their fundamental rights by executive or administrative action, as per the provided text, and which judicial body can they approach for redress in such situations?"
252,"What are the official languages of Sri Lanka, and what role does English play, and how is the implementation of the provisions of this Chapter ensured, according to the text?"
253,What are the official languages of Sri Lanka?
254,"In which languages is a Member of Parliament, a member of a Provincial Council, or a member of a Local Authority entitled to perform their duties and discharge functions?"
255,"What provisions are outlined regarding the entitlement of a person to be educated in either of the National Languages, with exceptions specified for institutions of higher education? How does the text address the use of both National Languages as mediums of instruction in courses, departments, or faculties of state-financed universities, particularly for students educated in one National Language prior to their admission?"
256,"How does the laws outline the use of Sinhala and Tamil as the languages of administration in Sri Lanka, including provisions for exceptions, rights of individuals in areas where each language is used, entitlements of Provincial Councils and Local Authorities based on their language of business, and language choices in examinations for admission to various public services or institutions, as well as the definitions of ""official"" and ""Public Institution"" in this context?"
257,"How does the law explain the use of Sinhala and Tamil in the enactment, publication, and translation of laws and subordinate legislation in Sri Lanka, including provisions for determining the prevailing text in case of inconsistencies, and specific requirements for Orders, Proclamations, Rules, By-laws, Regulations, Notifications, and other documents issued by Provincial Councils, Local Authorities, and public institutions?"
258,"How does the law regulate the use of Sinhala and Tamil in the courts of Sri Lanka, including provisions for language use in different areas and during appeals? What rights do parties, applicants, and individuals involved in legal proceedings have regarding the initiation of proceedings, submission of documents, and participation in either Sinhala or Tamil? Additionally, what measures are in place for interpretation and translation, and under what circumstances can English be used in court records and proceedings, as outlined in the mentioned law?"
259,"How does the law ensure the provision of adequate facilities for the use of languages as outlined in this Chapter, and what is the legal standing in case of any inconsistency between the provisions of any law?"
260,"How does the law define the status of citizenship in Sri Lanka, and what are the provisions regarding the mode of acquisition, description, and protection of the status of a citizen of Sri Lanka?"
261,"How do the Directive Principles of State Policy guide the governance and legislative actions of Sri Lanka, and what are the objectives and principles that the State is committed to achieving, including aspects related to fundamental rights, social justice, economic development, cultural promotion, national unity, and international relations?"
262,"What duties and obligations does the Constitution of Sri Lanka impose on every individual, including upholding and defending the Constitution and the law, furthering national interest, working conscientiously in one's chosen occupation, preserving and protecting public property, respecting the rights and freedoms of others, and protecting nature and conserving its riches?"
263,"Are the provisions of the law legally enforceable, and can individuals raise questions of inconsistency with these provisions in any court or tribunal in Sri Lanka?"
264,"Who is the Head of State, Head of the Executive and Government, and Commander-in-Chief of the Armed Forces in Sri Lanka, and how is this individual selected for office?"
265,"Who is eligible to be nominated as a candidate for the office of President in Sri Lanka, and what are the key provisions regarding the election process, term of office, and potential scenarios such as the death of a candidate or the expiration of the term of the President in office as per the provided law?"
266,"Upon assuming the office of President in Sri Lanka, what key actions must the President take, including the oath or affirmation, and what restrictions and privileges are associated with the President's attendance and communication with Parliament?"
267,"What additional powers and functions does the President of Sri Lanka possess, including responsibilities related to parliamentary proceedings, election conduct, diplomatic appointments, legal recognitions, and other actions within the constraints of the Constitution and written law?"
268,"What authority does the President of Sri Lanka have in granting pardons, respite, and substitutions for offenders convicted of crimes within the country, as outlined in the provided law? Additionally, how does the President's role relate to death sentences, disqualifications specified in Article 89 and Article 91, and the possibility of pardoning accomplices who provide information leading to the conviction of the principal offender?"
269,"How does the provided law grant immunity to the President of Sri Lanka from proceedings in any court or tribunal regarding actions done or omitted in his official or private capacity while in office? What exceptions exist to this immunity, and how do they relate to the President's powers, proceedings in the Supreme Court, and cases involving the election of the President or a Member of Parliament?"
270,"How does the Constitution of Sri Lanka address the determination of salary, allowances, and pension entitlement for the holders of the office of President, and what are the provisions regarding amendments, retrospective operation, and the funding source for such compensation?"
271,"How does the Constitution of Sri Lanka address the temporary inability of the President to exercise his powers, duties, and functions, including provisions for the appointment of the Prime Minister and the Speaker to act in the capacity of the President during such periods, along with the application of relevant constitutional provisions?"
272,"How does the Constitution of Sri Lanka address the circumstances under which the office of the President may become vacant, including conditions such as death, resignation, loss of citizenship, failure to assume office, removal through parliamentary resolution, or a determination by the Supreme Court regarding the President's capability or alleged misconduct, along with the procedures involved in such cases?"
273,"How does the Constitution of Sri Lanka address the process and consequences when the Supreme Court determines the voidness of a President's election, including the requirement for a new poll within a specified timeframe, the assumption of office by the newly elected President, the cessation of powers by the incumbent, and the validity of actions taken by the incumbent President before the determination?"
274,"How does the Constitution of Sri Lanka address the process of electing a new President by Parliament in the event of a vacancy, including the timeline for the election, the role of the Prime Minister and the Speaker during the interim period, and the applicability of presidential provisions to an acting President?"
275,"How does the Constitution of Sri Lanka address the President's authority to appoint Secretaries, officers, and staff, including the determination of their terms and conditions of service, the financial implications, the dismissal and disciplinary control, and the transition of such personnel when a new President assumes office?"
276,"How is the Constitutional Council in Sri Lanka composed, including the roles of the Prime Minister, Speaker, Leader of the Opposition, and the members appointed by the President, and what are the procedures for appointments, terms, and potential vacancies within the Council?"
277,"How are the Chairmen and members of the Commissions specified in the Schedule to Article 41B in Sri Lanka appointed, and what role does the Council play in making recommendations for these appointments? Additionally, what conditions govern the removal of such appointees, and to whom are these Commissions accountable?"
278,"How are appointments to the Offices made, and what role does the Council play in approving these appointments? Additionally, what conditions govern the acting appointments to these offices, and how can a person appointed to such an office be removed? How does the Council consider the views of the Chief Justice in the appointment process of Judges of the Supreme Court and the President and Judges of the Court of Appeal?"
279,"Who appoints the Secretary-General to the Council in Sri Lanka, and for what term is the appointment made? What conditions apply to the re-appointment of the Secretary-General? Furthermore, how are officers appointed by the Council, and what authority does the Council have in determining their terms and conditions of service?"
280,"How often is the Constitutional Council in Sri Lanka required to meet, and who is responsible for summoning these meetings? In the absence of the Chairman, who presides over the meetings of the Council, and what is the quorum required for a meeting to be valid? Additionally, how does the Council make recommendations, approvals, or decisions, and what conditions apply to the validity of such actions? Lastly, what power does the Council have in the event of vacancies or absences among its members, and how is the procedural aspect of Council meetings determined?"
281,What provision does the constitution make regarding the term of office for members of the Constitutional Council or members of any Commission in Sri Lanka?
282,"When rules are made by the Constitutional Council in Sri Lanka, what is the stipulated process for their publication, and within what timeframe must these rules be presented before Parliament according to the law?"
283,"On which fund are the expenses incurred by the Constitutional Council in Sri Lanka charged, according to the law?"
284,"What is the scope of the power and jurisdiction of courts in Sri Lanka in relation to decisions, approvals, or recommendations made by the Constitutional Council, as stipulated in the law?"
285,"To whom is the President of Sri Lanka accountable for the proper exercise, performance, and discharge of powers, duties, and functions as prescribed by the Constitution and any applicable written law, including legislation pertaining to public security?"
286,"What is the composition of the Cabinet of Ministers in the Republic of Sri Lanka, and who is responsible for appointing the Prime Minister according to the Constitution?"
287,"How are the number of Ministers in the Cabinet of Ministers, the Ministries, and the assignment of subjects and functions determined in the Republic of Sri Lanka, and who holds the authority to make changes to these assignments and compositions, according to the Constitution?"
288,"How is the determination of the number of Ministers in the Cabinet of Ministers, the assignment of subjects and functions to Ministers, and the appointment of Ministers carried out according to the Constitution of the Republic of Sri Lanka?"
289,"How are Deputy Ministers appointed in the Republic of Sri Lanka, and under what circumstances can a Minister of the Cabinet of Ministers delegate powers or or duty pertaining to any subject or function assigned to him or any power or duty conferred or imposed on him by any written law, to their Deputy Minister?"
290,"What are the limitations imposed on the total number of Ministers in the Cabinet of Ministers, Ministers outside the Cabinet, and Deputy Ministers in the Republic of Sri Lanka according to the constitution? Under what circumstances can the Prime Minister and other Ministers be removed from office, and are there any exceptions specified for the formation of a National Government regarding the number of Ministers?"
291,"What provisions does the constitution of Sri Lanka make regarding the continuity of the Cabinet of Ministers during the period between the dissolution of Parliament and the conclusion of a General Election? How does the constitution address situations such as the death, removal from office, or resignation of the Prime Minister or a Minister of the Cabinet of Ministers during this intervening period?"
292,"In what circumstances does the constitution of Sri Lanka specify that the Cabinet of Ministers shall stand dissolved, and what actions are outlined for the President in appointing a new Prime Minister, Ministers of the Cabinet of Ministers, and Deputy Ministers in such situations?"
293,"Under what circumstances and with whose consultation can the President of Sri Lanka appoint a Member of Parliament to act in the place of a Minister of the Cabinet of Ministers, a Minister not part of the Cabinet of Ministers, or a Deputy Minister when they are unable to discharge the functions of their office, as per the constitution?"
294,"Who appoints the Secretary to the Prime Minister and the Secretary to the Cabinet of Ministers in Sri Lanka, and what are the respective roles and responsibilities of these secretaries as outlined in the constitution? Who shall direct the president to important task, have charge of the office of the cabinet of ministers? who shall have charge of the office of the Prime Minister and shall perform and discharge the duties and functions of his office?"
295,"Who is responsible for appointing the Secretary for every Ministry in Sri Lanka, and what are the key responsibilities and tenure of the Secretary to a Ministry as outlined in the constitution? Notwithstanding the dissolution of the Cabinet of Ministers under the provisions of the Constitution, how is the Secretary to a Ministry shall continue to hold office until a new Secretary is appointed to such Ministry?"
296,"In order to a  person appointed to any office  to enter upon the duties of his office, what requirements should he meet according to the constitution like until such person takes and subscribes the oath?"
297,"Is there a Public Service Commission, referred to as the ""Commission,"" consisting of nine members appointed by the President on the recommendation of the Constitutional Council, with at least three members having over fifteen years of experience as public officers, and one member appointed as its Chairman?"
298,"Does the Cabinet of Ministers have the authority to determine policy matters related to public officers, including appointments, promotions, transfers, disciplinary control, and dismissals, according to the specified provisions?"
299,"Is the Public Service Commission empowered to delegate the authority for appointment, promotion, transfer, disciplinary control, and dismissal of particular categories of public officers to a Committee of three individuals, not affiliated with the Commission, as specified in the provided legal provisions? How are the rules have been made regarding the procedure and quorum for meetings of any such Committee shall be as determined by the Commission?"
300,"Is the Public Service Commission authorized to delegate its powers of appointment, promotion, transfer, disciplinary control, and dismissal of specific categories of public officers to a public officer, and if so, are there specified conditions and procedures for such delegation, as stipulated by the Commission?"
301,"Is there a provision for public officers aggrieved by orders related to promotion, transfer, dismissal, or disciplinary matters made by a Committee or another public officer to appeal to the Commission? Additionally, does the Commission have the authority, upon such appeal, to alter, vary, rescind, or confirm an order and to provide directions or order further inquiries, in accordance with rules published in the Gazette?"
302,"Is there an Administrative Appeals Tribunal appointed by the Judicial Service Commission, endowed with the authority to alter, vary, or rescind any order or decision made by the Commission, and are the constitution, powers, and procedures of the Tribunal, including time limits for appealing, specified by law?"
303,"Upon delegation of any of its powers to a Committee or a public officer appointed under Article 56 or Article 57 as the case may be, the Commission shall not, while such delegation is in force, exercise or perform its functions or duties in regard to the categories of public officers in respect of which such delegation is made, subject to the provisions contained in paragraphs (1) and (2) of Article 58."
304,"What is the required quorum for a meeting of the Commission, how are decisions made, and in the case of a tie in votes, who has the casting vote? Additionally, who presides over Commission meetings, and what happens in the absence of the Chairman?"
305,"Does any court or tribunal have the power or jurisdiction to inquire into, pronounce upon, or question any order or decision made by the Commission, a Committee, or any public officer under this Chapter or any other law?"
306,"Until the Commission makes other arrangements, should all rules, regulations, and procedures pertaining to the public service that are in effect on the date of the commencement of this Chapter be considered, with necessary modifications, as continuing in force under this Chapter, as if they were originally made or provided for within this framework?"
307,"Is anyone, who, outside the scope of their lawful duty, directly or indirectly attempts to influence or interferes with decisions of the Commission, a Committee, or a public officer delegated with powers under this Chapter, or endeavors to influence any member of the Commission or a Committee, subject to an offense punishable by a fine not exceeding one hundred thousand Rupees or imprisonment for a term not exceeding seven years, or both? Additionally, which court has jurisdiction to hear and determine matters related to such offenses as outlined in paragraph (1) of this Article?"
308,Is it a requirement that a person appointed to any office mentioned in this Chapter must take and subscribe to the oath or make and subscribe to the affirmations outlined in the Fourth and Seventh Schedules of the Constitution before commencing the duties of their office?
309,"Who is responsible to appoint the Heads of the Army, the Navy, and the Air Force, as well as, upon approval by the Constitutional Council, the Attorney-General and the Inspector-General of Police?"
310,"What categories of individuals are excluded from the definition of ""public officer"" for the purposes of this Chapter, including members of the Army, Navy, or Air Force, officers of the Election Commission, police officers appointed by the National Police Commission, scheduled public officers appointed by the Judicial Service Commission, and members of the Sri Lanka State Audit Service appointed by the Audit Service Commission in the constitution?"
311,"How many members are there in the parliment, elected in accordance with the provisions of the Constitution, and unless dissolved earlier, does every Parliament continue for five years from the date appointed for its first meeting, with the expiry of the said period resulting in the dissolution of Parliament?"
312,"At its initial meeting following a General Election, does Parliament elect three Members to the positions of Speaker, Deputy Speaker, and Deputy Chairman of Committees, and does a Member holding any of these positions vacate the office upon the dissolution of Parliament unless earlier resigning or ceasing to be a Member? Additionally, if any of these positions becomes vacant other than through a Parliament dissolution, is a new election held at the first meeting after the vacancy occurs? Finally, if Parliament is summoned after being dissolved, do the Members mentioned in paragraph (2) resume and continue to hold their offices while the Parliament is in session, and who presides over Parliament sittings in the absence of the Speaker, Deputy Speaker, and Deputy Chairman of Committees?"
313,"Is there a Secretary-General of Parliament, appointed by the President with the approval of the Constitutional Council, who holds office during good behavior, and is the salary of the Secretary-General determined by Parliament, charged on the Consolidated Fund, and not subject to diminishment during the term of office? Additionally, are the members of the Secretary-General's staff appointed by him with the approval of the Speaker, and are their salaries charged on the Consolidated Fund? Finally, under what circumstances does the office of the Secretary-General become vacant, including death, resignation, reaching the age of sixty, removal by the President due to ill health or infirmity, or removal by the President upon an address of Parliament?"
314,"In situations where the Secretary-General is unable to fulfill the functions of the office, can the President, with the approval of the Constitutional Council, appoint a person to act in the place of the Secretary-General?"
315,"Under what circumstances does the seat of a Member become vacant, including death, resignation communicated in writing to the Secretary-General of Parliament, assumption of the office of President following election by the People or Parliament, disqualification, becoming a member of the Public Service or an employee of a public corporation without subsequently ceasing such membership or employment, absence from Parliament sittings for a continuous period of three months without prior parliamentary leave, declaration of election as void under current laws, dissolution of Parliament, or the passing of a resolution for expulsion?"
316,"Can the privileges, immunities, and powers of Parliament and its Members be established and regulated by Parliament through legislation, and in the absence of such regulation, do the provisions of the Parliament (Powers and Privileges) Act apply with necessary modifications?"
317,"Are Ministers, Deputy Ministers, and Members, including the Speaker, Deputy Speaker, and Deputy Chairman of Committees, entitled to receive remuneration or allowance as determined by Parliament through law or resolution, and does the receipt of such remuneration not disqualify the recipient from sitting or voting in Parliament? Additionally, until Parliament establishes specific provisions, is the remuneration for these individuals set at the same rate as that paid to their counterparts in the National State Assembly immediately before the commencement of the Constitution?"
318,"Does Parliament possess the authority to operate and conduct its proceedings without hindrance, even in the presence of vacancies in its membership, and are the proceedings considered valid even if it is later discovered that an individual who was not entitled to do so participated in sitting, voting, or other aspects of the proceedings?"
319,"Does the President have the authority, according to the specified provisions, to summon, prorogue, and dissolve Parliament by Proclamation, with certain limitations such as not dissolving Parliament until at least two years and six months have passed from the date of its first meeting, and subject to Parliament's resolution requesting dissolution or specific conditions related to the rejection of the Appropriation Bill? Additionally, is Parliament required to be summoned at least once every year, and can the President vary the date fixed for the first meeting of Parliament by a subsequent Proclamation? Lastly, does the President have the discretion to summon a dissolved Parliament in case of an emergency, with the dissolved Parliament standing dissolved upon the termination of the emergency or the conclusion of a General Election, whichever is earlier?"
320,"Is Parliament empowered to adjourn from time to time, as determined by resolution or Standing Order, until it is prorogued or dissolved?"
321,"Is any question proposed for decision by Parliament, as per the Constitution, determined by the majority of votes of the Members present and voting, and does the person presiding have a casting vote in case of an equality of votes, although not voting in the first instance?"
322,"Is it a requirement that if, at any point during a meeting of Parliament, the person presiding becomes aware that there are fewer than twenty Members present, they shall, in accordance with any applicable Standing Order, adjourn the sitting without putting the question to vote?"
323,"Can Parliament, under the authority of the Constitution, enact resolutions or Standing Orders to govern the election and retirement of the Speaker, Deputy Speaker, and Deputy Chairman of Committees, as well as to manage its business, uphold order during its sittings, and address any matters stipulated or authorized by the Constitution? Moreover, does the law stipulate that until Parliament establishes new provisions, the Standing Orders of the National State Assembly, in effect immediately prior to the commencement of the Constitution, shall apply with necessary modifications as the Standing Orders of Parliament?"
324,"Is Parliament endowed with the authority to enact laws, including those with retrospective effect, and modify, repeal, or amend any provision of the Constitution, or add new provisions to it? However, does the Constitution impose limitations, prohibiting Parliament from enacting laws that suspend the operation of the Constitution or any part thereof, and from repealing the Constitution in its entirety unless the new law simultaneously establishes a replacement Constitution?"
325,"Does Parliament possess the authority to delegate or relinquish its legislative power, and is it prohibited from establishing any authority with legislative powers?"
326,"Whose duty is it to review every Bill for potential violations of specified requirements in Article 82 and provisions requiring a special majority? If the Attorney-General finds any such issues, is it necessary to inform the President, except for proposed amendments, where the communication is directed to the Speaker when the Bill is ready for Parliament's acceptance?"
327,"When Parliament passes a Bill or resolution, is it obligated to adhere to the Constitution and the Standing Orders of Parliament, and can Parliament suspend any one or more Standing Orders in specific circumstances and following prescribed procedures?"
328,"Is it the responsibility of the Speaker to provide a certificate, indicating the due passage of every Bill by Parliament, with the option to include information about the majority by which the Bill was passed?"
329,"In cases where a Bill or its provision is intended for approval by the People, and such approval is required by the Cabinet of Ministers or the Supreme Court when does the Bill or provision become law, and whose certification is necessary for this?"
330,"Under what circumstances can Parliament, based on the recommendations of a Special Presidential Commission of Inquiry consisting of judges from various courts, impose civic disability on an individual for a maximum period of seven years and expel them from Parliament if they are a Member of Parliament, and what is the process, approval requirement, and certification by the Speaker outlined in Article 81 of the Constitution?"
331,"What are the specific requirements outlined in the Constitution regarding the presentation and content of Bills for the amendment or repeal and replacement of any provision of the Constitution, and what conditions must be met for such Bills to become law, including the necessary majority and certification process?"
332,"Under what circumstances can a Bill that is inconsistent with any provision of the Constitution be placed on the Order Paper of Parliament? If a Bill is certified by the Cabinet of Ministers or determined by the Supreme Court to require passage by the special majority, what conditions must be met for such a Bill to become law, including the necessary majority and certification process?"
333,"Under what circumstances is the President required to submit a Bill or a provision in a Bill to the People by Referendum, and what conditions must be met for such a Bill to be deemed approved by the People, including the necessary majority of votes and the provision related to the total number of valid votes cast? Additionally, in what discretionary scenario can the President submit a rejected Bill to the People by Referendum?"
334,"Under what conditions is the President authorized to submit any matter deemed of national importance to the People by Referendum, and are there any specific provisions or limitations?"
335,"Who is responsible for conducting every Referendum, and what aspects does Parliament have the authority to regulate concerning the procedure, register of electors, offenses, and punishment related to Referenda, as outlined in the specified provisions of Article 85?"
336,"Who is qualified to be an elector at the election of the President, the election of Members of Parliament, or to vote in any Referendum, and what requirement must such a person fulfill to be entitled to vote, according to the specified provisions?"
337,"What are the disqualifications that render a person ineligible to be an elector at the election of the President, the election of Members of Parliament, or to vote in any Referendum, according to the specified provisions?"
338,Is every person who is qualified to be an elector eligible to be elected as a Member of Parliament unless disqualified under the provisions of Article 91?
339,"Is the voting for the election of the President and of the Members of Parliament, as well as for any Referendum, required to be free, equal, and conducted by secret ballot?"
340,"Is the President required, within three months of the commencement of the Constitution, to establish a Delimitation Commission for the delimitation of Electoral Districts, consisting of three persons appointed by the President, who are not actively engaged in politics, and appoint one of them as the Chairman?"
341,"Is the Delimitation Commission mandated to divide Sri Lanka into not less than twenty and not more than twenty-five Electoral Districts and assign names to them? Additionally, does each Province of Sri Lanka have the option to either constitute itself as an electoral district or be divided into two or more electoral districts? Moreover, if a Province is divided into multiple electoral districts, is the Delimitation Commission required to consider the existing administrative districts to ensure, as far as practicable, that each electoral district is an administrative district or a combination of two or more administrative districts?"
342,"What instructions are specified in connection with the use of Signs, Signals, Symbols, and Road Markings as per the Convention? Additionally, how is the precedence established among the instructions given by authorized officials directing traffic, Traffic Light Signals, Road Signs regulating priority, and other traffic regulations?"
343,"What are the three categories of traffic signs specified for placement on roads in Sri Lanka, and what are the types of signs included under each category? Additionally, is there a distinctive number assigned to each Traffic Sign in the respective Schedules, and how is the identification of a specific sign or diagram referred to in relation to its assigned number?"
344,What is the primary purpose of Danger Warning Signs and what information is conveyed to road users through Regulatory Signs?
345,What provisions does the regulation specify for indicating the distance to a hazardous section of a road or the length of such a section when using a Danger Warning Sign?
346,"What are the different categories of Regulatory Signs, and what does each category convey to drivers or road users?"
347,"When placing a Regulatory Sign (excluding those indicating the cancellation of prohibition or restriction), where should it be located in relation to the road or section of road to which it applies, and how does the specified ""No Horning"" sign relate to locations such as hospitals, schools, Court Houses, or any other place where horn usage is restricted?"
348,"When is it deemed necessary by the Competent Authority to affix an Additional Panel below a Prohibitory or Restrictive Sign, and what information does this Additional Panel convey, particularly in the context of signs related to speed limits and parking prohibitions?"
